zobodat.at,"HTTPSConnectionPool(host='zobodat.at', port=443): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7fd32e721df0>: Failed to establish a new connection: [Errno -5] No address associated with hostname'))","HTTPConnectionPool(host='zobodat.at', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7fd32e07b0d0>: Failed to establish a new connection: [Errno -5] No address associated with hostname'))"
zoho.com,"HTTPSConnectionPool(host='www.zoho.com', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7fd32e2fbd30>, 'Connection to www.zoho.com timed out. (connect timeout=2)'))","HTTPSConnectionPool(host='zoho.com', port=443): Read timed out. (read timeout=2)"
zoominmobiliario.com,"HTTPSConnectionPool(host='zoominmobiliario.com', port=443): Read timed out. (read timeout=2)","HTTPConnectionPool(host='zoominmobiliario.com', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7fd32e620c70>, 'Connection to zoominmobiliario.com timed out. (connect timeout=2)'))"
zozo.jp,"HTTPSConnectionPool(host='zozo.jp', port=443): Read timed out. (read timeout=2)","HTTPConnectionPool(host='zozo.jp', port=80): Read timed out. (read timeout=2)"
zpiz.si,"HTTPSConnectionPool(host='zpiz.si', port=443): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7fd32be8a940>: Failed to establish a new connection: [Errno -5] No address associated with hostname'))","HTTPConnectionPool(host='zpiz.si', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7fd32c78de20>: Failed to establish a new connection: [Errno -5] No address associated with hostname'))"
zu.edu.eg,"HTTPSConnectionPool(host='zu.edu.eg', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7fd32cfa8070>, 'Connection to zu.edu.eg timed out. (connect timeout=2)'))","HTTPConnectionPool(host='zu.edu.eg', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7fd32c40de20>, 'Connection to zu.edu.eg timed out. (connect timeout=2)'))"
zueriost.ch,"HTTPSConnectionPool(host='zueriost.ch', port=443): Read timed out. (read timeout=2)","HTTPSConnectionPool(host='zueriost.ch', port=443): Read timed out. (read timeout=2)"
zvd.si,"HTTPSConnectionPool(host='zvd.si', port=443): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7fd32d095340>: Failed to establish a new connection: [Errno -5] No address associated with hostname'))","HTTPConnectionPool(host='zvd.si', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7fd32be72df0>: Failed to establish a new connection: [Errno -5] No address associated with hostname'))"
zvu.hr,"HTTPSConnectionPool(host='www.zvu.hr', port=443): Read timed out. (read timeout=2)","HTTPSConnectionPool(host='www.zvu.hr', port=443): Read timed out. (read timeout=2)"
